SMILES,No.,Smiles,activity10,activity20,activity40,activity60,activity80,activity100
O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,A1712,Clc1cccc(c1)N1CCN(CC1)CCCn1nc2n(c1=O)cccc2,1.0,1.0,1.0,1.0,1.0,1.0
Cn1c(-c2ccc(OC3CCN(C4CCCC4)CC3)cc2)nc2ccccc2c1=O,A1713,Cn1c(nc2c(c1=O)cccc2)c1ccc(cc1)OC1CCN(CC1)C1CCCC1,1.0,1.0,1.0,1.0,1.0,1.0
Cn1c(-c2ccc(OCCCN3CCCC3)cc2)nc2ccccc2c1=O,A1714,Cn1c(nc2c(c1=O)cccc2)c1ccc(cc1)OCCCN1CCCC1,1.0,1.0,1.0,1.0,1.0,1.0
COc1cccc2c1OC(c1ccc(OCCCN3CCCC3C)cc1)C(C)S2(=O)=O,A1717,COc1cccc2c1OC(c1ccc(cc1)OCCCN1CCCC1C)C(S2(=O)=O)C,1.0,1.0,1.0,1.0,1.0,1.0
N#Cc1ccc(OC2CNC(C(=O)N3CCCN(C4CCCC4)CC3)C2)cc1,A1719,N#Cc1ccc(cc1)O[C@@H]1CN[C@H](C1)C(=O)N1CCCN(CC1)C1CCCC1,1.0,1.0,1.0,1.0,1.0,1.0
COC(=O)Cc1ccc(CNC(=O)C2CSCN2C(=O)CC([NH3+])Cc2ccccc2F)cc1,A172,[H][N@+]([H])([H])C(CC(=O)N1CSC[C@H]1C(=O)NCc2ccc(CC(=O)OC)cc2)Cc3ccccc3F,1.0,1.0,1.0,1.0,1.0,1.0
N#Cc1cnc(Nc2ccncn2)s1,A1720,N#Cc1cnc(s1)Nc1ccncn1,1.0,1.0,1.0,1.0,1.0,1.0
CN(C(=O)Cc1ccc(S(C)(=O)=O)c(F)c1)C1CCN(Cc2ccc(C(F)(F)F)cc2)CC1,A1721,O=C(N(C1CCN(CC1)Cc1ccc(cc1)C(F)(F)F)C)Cc1ccc(c(c1)F)S(=O)(=O)C,1.0,1.0,1.0,1.0,1.0,1.0
O=C(OCc1ccccc1)N1CCC(CNc2ccccn2)CC1,A1722,O=C(N1CCC(CC1)CNc1ccccn1)OCc1ccccc1,1.0,1.0,1.0,1.0,1.0,1.0
O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,A1725,Clc1cc2NC(=O)Cc2cc1CCN3CCN(CC3)c4nsc5ccccc45,1.0,1.0,1.0,1.0,1.0,1.0
CCOC(=O)N1CCC(CN2CCC3(CC2)CC(=O)N(CC)c2ncccc23)CC1,A1726,CCOC(=O)N1CCC(CC1)CN1CCC2(CC1)CC(=O)N(c1c2cccn1)CC,1.0,1.0,1.0,1.0,1.0,1.0
COc1cc(-c2cn(CC(=O)N(Cc3ccccc3)CC(F)(F)F)nn2)ccc1-n1cnc(C)c1,A1728,COc1cc(ccc1n1cnc(c1)C)c1nnn(c1)CC(=O)N(CC(F)(F)F)Cc1ccccc1,1.0,1.0,1.0,1.0,1.0,1.0
CCC1CC2CC3c4[nH]c5ccc(O)cc5c4CCN(C2)C13,A1729,CC[C@H]1C[C@H]2CN3[C@@H]1[C@@H](C2)c1[nH]c2c(c1CC3)cc(cc2)O,1.0,1.0,1.0,1.0,1.0,1.0
Cc1cc(C)n(CC(NC(=O)NC2CCN(Cc3ccn(-c4ccc(C(F)(F)F)cc4)c3)CC2)c2ccccc2)n1,A1731,O=C(NC(c1ccccc1)Cn1nc(cc1C)C)NC1CCN(CC1)Cc1ccn(c1)c1ccc(cc1)C(F)(F)F,1.0,1.0,1.0,1.0,1.0,1.0
COc1ccccc1N1CCN(CCCCCC(=O)n2c3ccccc3c3ccccc32)CC1,A1732,COc1ccccc1N1CCN(CC1)CCCCCC(=O)n1c2ccccc2c2c1cccc2,1.0,1.0,1.0,1.0,1.0,1.0
O=C1NCc2ccc(OCCCN3CCN(c4cccc5ccccc45)CC3)cc21,A1733,c1cccc(c12)c(ccc2)N(CC3)CCN3CCCOc(c4)ccc(c45)CNC5=O,1.0,1.0,1.0,1.0,1.0,1.0
O=C(c1ccccc1Oc1ccccc1)N(c1ccccc1)C1CCNC1,A1734,O=C(N(c1ccccc1)C1CCNC1)c1ccccc1Oc1ccccc1,1.0,1.0,1.0,1.0,1.0,1.0
NC(C(=O)N1CCSC1)C1CCC(NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)CC1,A1735,[H][C@@]3([C@H](N)C(=O)N1CCSC1)CC[C@@H](NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)CC3,1.0,1.0,1.0,1.0,1.0,1.0
CC(OC1CCC2NC1(c1ccccc1)CC2c1nnnn1C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,A1736,C[C@@H](OC1CCC3NC1(c2ccccc2)CC3c4nnnn4C)c5cc(C(F)(F)F)cc(C(F)(F)F)c5,1.0,1.0,1.0,1.0,1.0,1.0
Nc1cncc(Nc2ccc(Oc3ccc(C(F)(F)F)cc3)cc2)n1,A1737,c1cc(C(F)(F)F)ccc1Oc(cc2)ccc2Nc3cncc(n3)N,1.0,1.0,1.0,1.0,1.0,1.0
COc1ccc(-c2cc(-c3ccc(S(=O)(=O)N(C)C)cc3)cnc2N)cn1,A174,COc1ccc(cn1)c1cc(cnc1N)c1ccc(cc1)S(=O)(=O)N(C)C,1.0,1.0,1.0,1.0,1.0,1.0
Cc1ccc(CN2C3CCC2CC(Oc2cccc(C(N)=O)c2)C3)o1,A1740,Cc1ccc(o1)CN1C2CCC1CC(C2)Oc1cccc(c1)C(=O)N,1.0,1.0,1.0,1.0,1.0,1.0
Cc1nnc2c3cc(-c4ccccc4)c(-c4ccc(CN5CCC(c6nnc(-c7ccccn7)[nH]6)CC5)cc4)nc3ccn12,A1741,Cc1nnc2n1ccc1c2cc(c(n1)c1ccc(cc1)CN1CCC(CC1)c1nnc([nH]1)c1ccccn1)c1ccccc1,1.0,1.0,1.0,1.0,1.0,1.0
CCC(=O)NCCc1ccccc1-c1ccc(C2CNCCC2c2ccn(C)c(=O)c2)c(Cl)c1,A1742,CCC(=O)NCCc1ccccc1c1ccc(c(c1)Cl)[C@H]1CNCC[C@H]1c1ccn(c(=O)c1)C,1.0,1.0,1.0,1.0,1.0,1.0
CCCc1nc2ccccc2c(=O)n1-c1ccc(OCCCN2CCCC2)cc1,A1743,CCCc1nc2ccccc2c(=O)n1c1ccc(cc1)OCCCN1CCCC1,1.0,1.0,1.0,1.0,1.0,1.0
CCOC(=O)N1CCC(CN2CCC3(CC2)CC(=O)Nc2ncccc23)CC1,A1744,CCOC(=O)N1CCC(CC1)CN1CCC2(CC1)CC(=O)Nc1c2cccn1,1.0,1.0,1.0,1.0,1.0,1.0
CCOCCn1nc(C)c2nc(NC3CCNCC3)nc(Nc3cc(C)ccn3)c21,A1745,CCOCCn1nc(c2c1c(nc(n2)NC1CCNCC1)Nc1nccc(c1)C)C,1.0,1.0,1.0,1.0,1.0,1.0
Cn1c(-c2ccc(OCCCN3CCCCC3)cc2)nc2ccccc2c1=O,A1748,Cn1c(nc2c(c1=O)cccc2)c1ccc(cc1)OCCCN1CCCCC1,1.0,1.0,1.0,1.0,1.0,1.0
CNC(=O)N(Cc1ccsc1)C1CCN(C(C)CCNC(=O)c2c(C)cc(Cl)nc2C)CC1,A1749,CNC(=O)N(C1CCN(CC1)[C@@H](CCNC(=O)c1c(C)cc(nc1C)Cl)C)Cc1ccsc1,1.0,1.0,1.0,1.0,1.0,1.0
COc1cccc(C(=O)N(c2ccccn2)C2CCN(c3cc(N)ccn3)CC2)c1,A175,c1c(N)ccnc1N2CCC(CC2)N(c3ccccn3)C(=O)c(c4)cccc4OC,1.0,1.0,1.0,1.0,1.0,1.0
CNc1nc(NCCCN(C)C)c2sc(-c3ccc(OC(F)(F)F)cc3)cc2n1,A1750,CNc1nc2cc(sc2c(n1)NCCCN(C)C)c1ccc(cc1)OC(F)(F)F,1.0,1.0,1.0,1.0,1.0,1.0
COC(=O)C1(CNC(=O)c2cc(OC)cc(OC)c2)CCN(Cc2cccc(C(F)(F)F)c2)CC1,A1751,COc1cc(OC)cc(c1)C(=O)NCC1(CCN(CC1)Cc1cccc(c1)C(F)(F)F)C(=O)OC,1.0,1.0,1.0,1.0,1.0,1.0
Fc1ccccc1-c1ccc2oc(N3CCN4CCC3CC4)nc2n1,A1753,Fc1ccccc1c1ccc2c(n1)nc(o2)N1CCN2CCC1CC2,1.0,1.0,1.0,1.0,1.0,1.0
Cn1c(=O)n(Cc2nccc3ccccc23)c(=O)c2c1c(C#N)c(N1CCCC(N)C1)n2Cc1ccccc1,A1755,N#Cc1c2n(C)c(=O)n(c(=O)c2n(c1N1CCCC(C1)N)Cc1ccccc1)Cc1nccc2c1cccc2,1.0,1.0,1.0,1.0,1.0,1.0
Cc1ccccc1CN(c1ccc(C#N)c(Cl)c1)C1CCN(S(C)(=O)=O)C1,A1756,N#Cc1ccc(cc1Cl)N([C@H]1CCN(C1)S(=O)(=O)C)Cc1ccccc1C,1.0,1.0,1.0,1.0,1.0,1.0
CC1(c2cccc(-c3cccnc3)c2)N=C(N)c2ccccc2O1,A1757,NC1=NC(C)(Oc2c1cccc2)c1cccc(c1)c1cccnc1,1.0,1.0,1.0,1.0,1.0,1.0
O=C(NC1CC1)c1ccc(-n2cnc3cc(OC(F)(F)F)ccc32)s1,A1758,O=C(c1ccc(s1)n1cnc2c1ccc(c2)OC(F)(F)F)NC1CC1,1.0,1.0,1.0,1.0,1.0,1.0
CN(C(=O)Cc1ccc(-n2cnnn2)cc1)C1CCN(Cc2ccc(C(F)(F)F)c(F)c2)CC1,A1759,O=C(N(C1CCN(CC1)Cc1ccc(c(c1)F)C(F)(F)F)C)Cc1ccc(cc1)n1cnnn1,1.0,1.0,1.0,1.0,1.0,1.0
CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,A176,CC(N(C(C)C)CCC(c1ccccn1)(c1ccccc1)C(=O)N)C,1.0,1.0,1.0,1.0,1.0,1.0
O=C(CNC(=O)c1ccccc1)NC1CN(C2CCC(c3ccc4c(c3)OCO4)CC2)C1,A1760,O=C(N[C@@H]1CN(C1)[C@@H]1CC[C@H](CC1)c1ccc2c(c1)OCO2)CNC(=O)c1ccccc1,1.0,1.0,1.0,1.0,1.0,1.0
O=C(CNC(=O)c1cccc(C(F)(F)F)c1)NC1CN(C2CCC(O)(c3ccc(F)cc3)CC2)C1,A1761,O=C(NC1CN(C1)C1CC[C@](CC1)(O)c1ccc(cc1)F)CNC(=O)c1cccc(c1)C(F)(F)F,1.0,1.0,1.0,1.0,1.0,1.0
O=C1COc2ccc(CNC3CCN(CCN4C(=O)COc5ccc(Br)cc54)CC3)nc2N1,A1762,O=C1COc2c(N1)nc(cc2)CNC1CCN(CC1)CCN1C(=O)COc2c1cc(Br)cc2,1.0,1.0,1.0,1.0,1.0,1.0
NC(=O)c1ccc(Oc2ccc(CN3CCC(N4C(=O)N(C5CCCCC5)CC4c4ccccc4)CC3)cc2)cc1,A1763,O=C1N(C[C@H](N1C1CCN(CC1)Cc1ccc(cc1)Oc1ccc(cc1)C(=O)N)c1ccccc1)C1CCCCC1,1.0,1.0,1.0,1.0,1.0,1.0
c1ccc(CCNCCC(c2ccccc2)c2ccccc2)cc1,A1764,c1ccc(cc1)CCNCCC(c1ccccc1)c1ccccc1,1.0,1.0,1.0,1.0,1.0,1.0
CC(C)C1(C(=O)NCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)CCC(N2CCC(c3cccc(C(=O)O)c3)CC2)C1,A1765,OC(=O)c1cccc(c1)C1CCN(CC1)C1CCC(C1)(C(C)C)C(=O)NCc1cc(cc(c1)C(F)(F)F)C(F)(F)F,1.0,1.0,1.0,1.0,1.0,1.0
CC(=O)NCC1OC(=O)N2c3ccc(-c4ccc(C#N)nc4)cc3OCC12,A1767,N#Cc1ccc(cn1)c1ccc2c(c1)OC[C@H]1N2C(=O)O[C@H]1CNC(=O)C,1.0,1.0,1.0,1.0,1.0,1.0
NC1=NC2(CO1)c1cc(-c3cccnc3F)ccc1Oc1c(F)cc(-c3ccccn3)cc12,A1768,c1ccnc(F)c1-c(c2)ccc(c2[C@]34N=C(N)OC4)Oc5c3cc(cc5F)-c6ccccn6,1.0,1.0,1.0,1.0,1.0,1.0
CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C,A1769,O(C(CC)=O)[C@@](c1ccccc1)(Cc1ccccc1)[C@@H](CN(C)C)C,1.0,1.0,1.0,1.0,1.0,1.0
c1cc(C2CCCO2)ccc1OCCCN1CCCCC1,A1770,C1CCN(CC1)CCCOc1ccc(cc1)C1CCCO1,1.0,1.0,1.0,1.0,1.0,1.0
Cc1ccc(Cn2ccc3c(OC4CCN(Cc5cscn5)CC4)ncnc32)cc1,A1771,Cc1ccc(cc1)Cn(cc2)c(c23)ncnc3OC4CCN(CC4)Cc5cscn5,1.0,1.0,1.0,1.0,1.0,1.0
CCc1ccc2c(N3CCC(NC)C3)nc(N)nc2c1,A1772,CN[C@@H]1CCN(C1)c1nc(N)nc2c1ccc(c2)CC,1.0,1.0,1.0,1.0,1.0,1.0
CN1CCN(Cc2ccc3c(c2)Cc2c(-c4csc(C#CCNC(=O)Oc5ccccc5)c4)n[nH]c2-3)CC1,A1773,CN1CCN(CC1)Cc1ccc2c(c1)Cc1c2[nH]nc1c1csc(c1)C#CCNC(=O)Oc1ccccc1,1.0,1.0,1.0,1.0,1.0,1.0
O=C1N(C2CCCCC2)CC(c2ccccc2)N1C1CCN(Cc2ccc(Br)cc2)CC1,A1777,Brc1ccc(cc1)CN1CCC(CC1)N1C(=O)N(C[C@H]1c1ccccc1)C1CCCCC1,1.0,1.0,1.0,1.0,1.0,1.0
CN1CC2CC1CN2c1ccc(-c2ccc3occc3c2)nc1,A1778,c1coc(c12)ccc(c2)-c3ccc(cn3)N(C4)[C@@H](C5)CN([C@H]45)C,1.0,1.0,1.0,1.0,1.0,1.0
Cc1ccccc1C1CCN(CC2CCc3cccnc3C(O)C2)CC1,A1779,Cc1ccccc1C1CCN(CC1)C[C@@H]1CCc2c([C@H](C1)O)nccc2,1.0,1.0,1.0,1.0,1.0,1.0
CN1CCCC(c2c(-c3ccccc3)[nH]c3ccccc23)C1,A178,c1cccc(c12)[nH]c(-c3ccccc3)c2[C@H]4CCCN(C4)C,1.0,1.0,1.0,1.0,1.0,1.0
CCc1c(C2CCN(CCCSc3ccc(F)cc3)CC2)c2ccc(F)cc2n1-c1ccc(C(=O)O)cc1,A1780,CCc1c(C2CCN(CC2)CCCSc2ccc(cc2)F)c2c(n1c1ccc(cc1)C(=O)O)cc(cc2)F,1.0,1.0,1.0,1.0,1.0,1.0
CCn1cc(C2(c3cccc(-c4cncc(F)c4)c3)N=C(N)c3c(F)cccc32)cc(C)c1=O,A1781,CCn1cc(cc(c1=O)C)C1(N=C(c2c1cccc2F)N)c1cccc(c1)c1cncc(c1)F,1.0,1.0,1.0,1.0,1.0,1.0
CCOc1cccc(-c2cccc(-n3cc(C(=O)NC(C)C)c(=O)c4cccnc43)c2)c1,A1782,CCOc1cccc(c1)c1cccc(c1)n1cc(C(=O)NC(C)C)c(=O)c2c1nccc2,1.0,1.0,1.0,1.0,1.0,1.0
Clc1ccc(-n2c(-c3ccc(Cl)cc3Cl)nc3c(NN4CCCCC4)ncnc32)cc1,A1783,Clc1ccc(cc1)n1c(nc2c1ncnc2NN1CCCCC1)c1ccc(cc1Cl)Cl,1.0,1.0,1.0,1.0,1.0,1.0
Cc1c(CNC2CCCC2)nn(-c2ncccc2Cl)c1-c1ccc(Cl)nc1,A1784,Clc1ccc(cn1)c1c(C)c(nn1c1ncccc1Cl)CNC1CCCC1,1.0,1.0,1.0,1.0,1.0,1.0
CN1CC2CC1CN2c1ccc(-c2ccc3occc3c2)cn1,A1785,CN1CC2CC1CN2c1ccc(cn1)c1ccc2c(c1)cco2,1.0,1.0,1.0,1.0,1.0,1.0
CNc1nc(NCCCN(C)C)c2sc(-c3ccc(C(F)(F)F)cc3)cc2n1,A1786,CNc1nc2cc(sc2c(n1)NCCCN(C)C)c1ccc(cc1)C(F)(F)F,1.0,1.0,1.0,1.0,1.0,1.0
COc1cc(-c2cn(Cc3cccc(F)c3)nn2)ccc1-n1cnc(C)c1,A1787,COc1cc(ccc1n1cnc(c1)C)c1nnn(c1)Cc1cccc(c1)F,1.0,1.0,1.0,1.0,1.0,1.0
NC(=O)CNCC1CCC2(CC1)OOC1(O2)C2CC3CC(C2)CC1C3,A1789,NC(=O)CNC[C@H]1CC[C@]2(CC1)OO[C@@]4(O2)C3CC5CC(C3)CC4C5,1.0,1.0,1.0,1.0,1.0,1.0
CC(=O)C1=NN2c3cc(F)ccc3OCC2C1(CCCN1CCC(=O)N(C)CC1)c1ccccc1,A179,CC(=O)C3=NN2c1cc(F)ccc1OC[C@H]2[C@@]3(CCCN4CCC(=O)N(C)CC4)c5ccccc5,1.0,1.0,1.0,1.0,1.0,1.0
COc1ccc(CC[N+](C)CCCC(C#N)(c2cc(OC)c(OC)c(OC)c2)C(C)C)cc1OC,A1790,O(C)c1ccc(cc1OC)CC[N+](C)CCCC(C#N)(c1cc(OC)c(OC)c(OC)c1)C(C)C,1.0,1.0,1.0,1.0,1.0,1.0
O=C1COc2ccc(CNC34CCC(CCc5c(F)cnc6ccc(OCC7CC(O)C(O)C7)nc56)(CC3)OC4)nc2N1,A1794,O=C1COc2c(N1)nc(cc2)CNC12CCC(CC1)(OC2)CCc1c(F)cnc2c1nc(OCC1CC(C(C1)O)O)cc2,1.0,1.0,1.0,1.0,1.0,1.0
O=C1OCCN1C1CCN(CCOc2ccc(Oc3nc4ccccc4s3)cc2)CC1,A1795,O=C1OCCN1C1CCN(CC1)CCOc1ccc(cc1)Oc1nc2c(s1)cccc2,1.0,1.0,1.0,1.0,1.0,1.0
O=C(O)C(CC1CCC1)N1CC(CN2CCC(c3cnc4ccccn34)CC2)C(c2cccc(F)c2)C1,A1796,OC(=O)[C@H](N1C[C@@H]([C@H](C1)c1cccc(c1)F)CN1CCC(CC1)c1cnc2n1cccc2)CC1CCC1,1.0,1.0,1.0,1.0,1.0,1.0
O=C1COc2ccc(CNC34CCC(CCc5c(F)cnc6ccc(OCC7(CO)CC7)nc56)(CC3)OC4)nc2N1,A1797,OCC1(CC1)COc1ccc2c(n1)c(CCC13CCC(CC1)(CO3)NCc1ccc3c(n1)NC(=O)CO3)c(cn2)F,1.0,1.0,1.0,1.0,1.0,1.0
Cc1[nH]c2ccccc2c1CCN1CCc2ccc(C=CC(=O)NO)cc2C1,A1798,ONC(=O)/C=C/c1ccc2c(c1)CN(CC2)CCc1c(C)[nH]c2c1cccc2,1.0,1.0,1.0,1.0,1.0,1.0
CC1CCCN1CCc1ccc2nc(-c3ccn[nH]3)ccc2c1,A18,C1CC[C@@H](C)N1CCc(cc2)cc(c23)ccc(n3)-c4[nH]ncc4,1.0,1.0,1.0,1.0,1.0,1.0
CC1CCCN1CCc1ccc(-c2ccc(S(=O)(=O)N3CCS(=O)(=O)CC3)cc2)cc1,A180,CC1CCCN1CCc1ccc(cc1)c1ccc(cc1)S(=O)(=O)N1CCS(=O)(=O)CC1,1.0,1.0,1.0,1.0,1.0,1.0
COc1ccc(Cn2c(C3CCCN(C(C)C)C3)nc3ccccc32)cc1,A1801,COc1ccc(cc1)Cn(c(c23)cccc2)c(n3)[C@H]4CN(C(C)C)CCC4,1.0,1.0,1.0,1.0,1.0,1.0
CC1CCCN1C1CC(c2ccc(-c3cncnc3)cc2)C1,A1802,C[C@@H]1CCCN1C1CC(C1)c1ccc(cc1)c1cncnc1,1.0,1.0,1.0,1.0,1.0,1.0
Cc1nc(N2CCCC2)ncc1-c1ccc2cc(CCN3CCCC3C)ccc2n1,A1804,C1CC[C@@H](C)N1CCc(cc2)cc(c23)ccc(n3)-c(cn4)c(C)nc4N5CCCC5,1.0,1.0,1.0,1.0,1.0,1.0
CCOc1ccc(-n2ncc(-c3ccc4cc(CCN5CCCC5C)ccc4n3)c2C)nn1,A1805,C1CC[C@@H](C)N1CCc(cc2)cc(c23)ccc(n3)-c4c(C)n(nc4)-c(cc5)nnc5OCC,1.0,1.0,1.0,1.0,1.0,1.0
CC(=O)Nc1ccc2nc(Cc3ccc(Oc4ccccc4)cc3)[nH]c2c1,A1806,CC(=O)Nc1ccc2c(c1)[nH]c(n2)Cc1ccc(cc1)Oc1ccccc1,1.0,1.0,1.0,1.0,1.0,1.0
CC1CCCN1CCc1ccc(-c2ccc(S(=O)(=O)NCC3CC3)cc2)cc1,A1807,CC1CCCN1CCc1ccc(cc1)c1ccc(cc1)S(=O)(=O)NCC1CC1,1.0,1.0,1.0,1.0,1.0,1.0
CC1CCN(C(=O)c2ccc3c(c2)c2c(n3C)CCN(C3CCOCC3)C2)CC1,A1808,CC1CCN(CC1)C(=O)c1ccc2c(c1)c1CN(CCc1n2C)C1CCOCC1,1.0,1.0,1.0,1.0,1.0,1.0
CC1CCCN1CCN1CCc2cc(-c3ccc(C(=O)N4CCCC4)cc3)ccc2C1=O,A181,CC1CCCN1CCN1CCc2c(C1=O)ccc(c2)c1ccc(cc1)C(=O)N1CCCC1,1.0,1.0,1.0,1.0,1.0,1.0
Cc1cn2c(N)c(Cl)cc(C(=O)NCC3CCN(CC(C)C)CC3)c2n1,A1810,Cc3cn2c(N)c(Cl)cc(C(=O)NCC1CCN(CC(C)C)CC1)c2n3,1.0,1.0,1.0,1.0,1.0,1.0
CCC(O)(c1cn(Cc2ccc3c(-c4ccccc4)c(C(C)(C)O)sc3c2)nn1)C(F)(F)F,A1811,CCC(C(F)(F)F)(c1nnn(c1)Cc1ccc2c(c1)sc(c2c1ccccc1)C(O)(C)C)O,1.0,1.0,1.0,1.0,1.0,1.0
CCS(=O)(=O)c1ccc2c(c1)nc(C(C)(C)C)n2CC1CC1,A1812,CCS(=O)(=O)c1ccc2c(c1)nc(n2CC1CC1)C(C)(C)C,1.0,1.0,1.0,1.0,1.0,1.0
Clc1ccc(C(c2ccccc2Cl)C(Cl)(Cl)Cl)cc1,A1813,Clc1ccc(cc1)C(C(Cl)(Cl)Cl)c1ccccc1Cl,1.0,1.0,1.0,1.0,1.0,1.0
NC1(C(=O)NC(c2ccc(Cl)cc2)C2CC2)CCCN(c2ncnc3[nH]ccc23)C1,A1814,Clc1ccc(cc1)C(C1CC1)NC(=O)C1(N)CCCN(C1)c1ncnc2c1cc[nH]2,1.0,1.0,1.0,1.0,1.0,1.0
CN(C(=O)c1ccc(-c2ccc(C(F)(F)F)cc2)cc1)C1CCN(C(=O)N2CCC(NCCC(C)(C)c3ccc(Cl)cc3)C2)C1,A1815,Clc1ccc(cc1)C(CCNC1CCN(C1)C(=O)N1CCC(C1)N(C(=O)c1ccc(cc1)c1ccc(cc1)C(F)(F)F)C)(C)C,1.0,1.0,1.0,1.0,1.0,1.0
CN(C)Cc1ccc2c(c1)CCC(N(C)C(=O)c1ccc(-c3ccc(Cl)cc3)cn1)C2,A1817,CN(C)Cc4ccc3C[C@@H](N(C)C(=O)c2ccc(c1ccc(Cl)cc1)cn2)CCc3c4,1.0,1.0,1.0,1.0,1.0,1.0
CN1Cc2cncn2Cc2ccc(C#N)c(c2)Oc2ccc3c(c2)C(CC3)N2CCC1C2=O,A1818,CN5Cc1cncn1Cc2ccc(C#N)c(c2)Oc4ccc3CC[C@H](c3c4)N6CC[C@@H]5C6=O,1.0,1.0,1.0,1.0,1.0,1.0
CC(C(O)c1ccc2[nH]c(=O)oc2c1)N1CCC(O)(c2ccc(F)cc2)CC1,A1819,Fc1ccc(cc1)[C@]1(O)CCN(CC1)[C@@H]([C@H](c1ccc2c(c1)oc(=O)[nH]2)O)C,1.0,1.0,1.0,1.0,1.0,1.0
OC(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,A1820,Fc1ccc(cc1)C(CCCN1CCC(CC1)(O)c1ccc(cc1)Cl)O,1.0,1.0,1.0,1.0,1.0,1.0
CN(C)C(=O)CN1CCCC(c2nc3ccccc3n2Cc2ccc(F)cc2)C1,A1821,Fc1ccc(cc1)Cn(c(c23)cccc2)c(n3)[C@@H]4CCCN(C4)CC(=O)N(C)C,1.0,1.0,1.0,1.0,1.0,1.0
Cc1c2c(n3c1CCCN1CCCC1CNc1cc-3ccc1C(N)=O)CC(C)(C)CC2=O,A1822,NC(=O)c1ccc2cc1NCC1CCCN1CCCc1n2c2CC(C)(C)CC(=O)c2c1C,1.0,1.0,1.0,1.0,1.0,1.0
NC1=NC2(CO1)c1cc(C3=CCOCC3)ccc1Oc1ccc(-c3cncnc3)cc12,A1823,NC1=N[C@]2(CO1)c1cc(ccc1Oc1c2cc(cc1)c1cncnc1)C1=CCOCC1,1.0,1.0,1.0,1.0,1.0,1.0
O=C(CCc1ccccc1)c1ccccc1OCC(O)CN1CCN(C(c2ccccc2)c2ccccc2)CC1,A1825,OC(CN1CCN(CC1)C(c1ccccc1)c1ccccc1)COc1ccccc1C(=O)CCc1ccccc1,1.0,1.0,1.0,1.0,1.0,1.0
CC1=CN2C(N)=C(Cl)C=C(C(=O)NCC3CCCN(CC(C)C)C3)C2N1,A1826,ClC=1C=C([C@H]2N(C=C(N2)C)C=1N)C(=O)NC[C@@H]1CCCN(C1)CC(C)C,1.0,1.0,1.0,1.0,1.0,1.0
Cc1ccc(OCCN(C)CCc2ccc(N)cc2)c(C(N)=O)c1,A1828,CN(CCc1ccc(cc1)N)CCOc1ccc(cc1C(=O)N)C,1.0,1.0,1.0,1.0,1.0,1.0
COc1cc2c(cc1O)C(Cc1ccc(O)c(Oc3ccc(CC4c5cc(OC)c(OC)cc5CCN4C)cc3)c1)N(C)CC2,A183,COc1cc2c(cc1OC)CCN([C@@H]2Cc1ccc(cc1)Oc1cc(ccc1O)C[C@H]1N(C)CCc2c1cc(O)c(c2)OC)C,1.0,1.0,1.0,1.0,1.0,1.0
OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCC[NH2+]1,A1830,FC(F)(F)c1c2nc(cc(c2ccc1)[C@H](O)[C@@H]1[NH2+]CCCC1)C(F)(F)F,1.0,1.0,1.0,1.0,1.0,1.0
CN1CC2CC(N(Cc3cccc(OC(F)(F)F)c3)C(=O)c3cn(C)cn3)CC2C1,A1831,CN1CC2C(C1)CC(C2)N(C(=O)c1ncn(c1)C)Cc1cccc(c1)OC(F)(F)F,1.0,1.0,1.0,1.0,1.0,1.0
CN1CCN(Cc2ccc3c(c2)Cc2c(-c4csc(C#CCOc5ccc(CN6CCOCC6)cc5)c4)n[nH]c2-3)CC1,A1832,CN1CCN(CC1)Cc1ccc2c(c1)Cc1c2[nH]nc1c1csc(c1)C#CCOc1ccc(cc1)CN1CCOCC1,1.0,1.0,1.0,1.0,1.0,1.0
CCOC(=O)N1CCC(CN2CCC3(CC2)CC(=O)N(C)c2ncccc23)CC1,A1833,CCOC(=O)N1CCC(CC1)CN1CCC2(CC1)CC(=O)N(c1c2cccn1)C,1.0,1.0,1.0,1.0,1.0,1.0
O=C(NC1CCN(Cc2ccc3cc[nH]c3c2)CC1)c1cc(=O)c2ccc(F)cc2o1,A1834,Fc1ccc2c(c1)oc(cc2=O)C(=O)NC1CCN(CC1)Cc1ccc2c(c1)[nH]cc2,1.0,1.0,1.0,1.0,1.0,1.0
Cc1ccc2c(N3CCN(CCc4c(C)ccc5c4ccc(=O)n5C)CC3)cc(F)cc2n1,A1836,c1cc(C)nc(c12)cc(F)cc2N(CC3)CCN3CCc(c(C)cc4)c(c45)ccc(=O)n5C,1.0,1.0,1.0,1.0,1.0,1.0
