SMILES,No.,Smiles,activity10,activity20,activity40,activity60,activity80,activity100
CC(C(O)c1ccc2c(c1)COC(=O)N2)N1CCC(O)(c2ccc(F)cc2)CC1,A1949,O=C1OCc2c(N1)ccc(c2)[C@@H]([C@H](N1CC[C@](CC1)(O)c1ccc(cc1)F)C)O,1.0,1.0,1.0,1.0,1.0,1.0
CNC1Cc2ccccc2C(c2ccc(Cl)c(Cl)c2)C1,A1962,CN[C@H]1Cc2ccccc2[C@@H](C1)c1ccc(c(c1)Cl)Cl,1.0,1.0,1.0,1.0,1.0,1.0
Fc1cccc(Cn2ccc3c(OC4CCN(Cc5cscn5)CC4)ncnc32)c1F,A1975,Fc1c(F)cccc1Cn(cc2)c(c23)ncnc3OC4CCN(CC4)Cc5cscn5,1.0,1.0,1.0,1.0,1.0,1.0
CC(C)(N)C(=O)N1CCn2c(nc(-c3ccc(F)cc3)c2Nc2ccc(Cl)cc2)C1,A1977,Fc1ccc(cc1)c1nc2n(c1Nc1ccc(cc1)Cl)CCN(C2)C(=O)C(N)(C)C,1.0,1.0,1.0,1.0,1.0,1.0
NCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,A1985,FC(F)(F)c1ccc(O[C@@H](CCN)c2ccccc2)cc1,1.0,1.0,1.0,1.0,1.0,1.0
COc1cc(-c2cn(C3CC(c4ccccc4)CCN(CC(F)(F)F)C3=O)nn2)ccc1-n1cnc(C)c1,A1999,COc1cc(ccc1n1cnc(c1)C)c1nnn(c1)C1C[C@H](CCN(C1=O)CC(F)(F)F)c1ccccc1,1.0,1.0,1.0,1.0,1.0,1.0
Cc1nc2cnc(Oc3ccc(F)c4cccnc34)cc2c(=O)n1CC1CCCN(C(C)C)C1,A200,CC(N1CCCC(C1)Cn1c(C)nc2c(c1=O)cc(nc2)Oc1ccc(c2c1nccc2)F)C,1.0,1.0,1.0,1.0,1.0,1.0
Cc1ccnc(CN2CCC(Oc3ncnc4c3ccn4Cc3ccccc3)CC2)c1,A2006,c1ccccc1Cn(cc2)c(c23)ncnc3OC4CCN(CC4)Cc5nccc(c5)C,1.0,1.0,1.0,1.0,1.0,1.0
CN1CC2CC1CN2c1ccc(-c2ccc3[nH]c(C(F)(F)F)cc3c2)nn1,A2021,FC(F)(F)c([nH]1)cc(c12)cc(cc2)-c3nnc(cc3)N(C4)[C@@H](C5)CN([C@H]45)C,1.0,1.0,1.0,1.0,1.0,1.0
CC(C)(CN)C(=O)N1CC(c2cc(F)ccc2F)=CC1c1ccccc1,A2025,Fc1ccc(F)cc1C=1CN(C(=O)C(CN)(C)C)[C@H](C=1)c1ccccc1,1.0,1.0,1.0,1.0,1.0,1.0
CCC(OC(C)=O)C(CC(C)[NH+](C)C)(c1ccccc1)c1ccccc1,A2028,O([C@@H](C(C[C@H]([NH+](C)C)C)(c1ccccc1)c1ccccc1)CC)C(=O)C,1.0,1.0,1.0,1.0,1.0,1.0
COc1ccc(CCN(C)CCOc2ccc(NS(C)(=O)=O)cc2[NH3+])cc1OC,A2040,[H][N+]([H])([H])c1cc(NS(C)(=O)=O)ccc1OCCN(C)CCc2ccc(OC)c(OC)c2,1.0,1.0,1.0,1.0,1.0,1.0
CN(C)CCN1CCN(c2ncc3cc(-c4ccccc4)c(-c4ccc(CN5CCC(c6nnc(-c7ccccn7)[nH]6)CC5)cc4)nc3n2)CC1,A2051,CN(C)CCN8CCN(c7ncc6cc(c1ccccc1)c(c5ccc(CN4CCC(c3nnc(c2ccccn2)[nH]3)CC4)cc5)nc6n7)CC8,1.0,1.0,1.0,1.0,1.0,1.0
OC(COc1ccc(Cl)cc1)CN1CCN(Cc2c(F)cccc2Cl)CC1,A2070,O[C@@H](CN1CCN(CC1)Cc1c(F)cccc1Cl)COc1ccc(cc1)Cl,1.0,1.0,1.0,1.0,1.0,1.0
O=C(NC1CCN(C2CCc3cc4c(cc32)OCO4)CC1)c1cc(=O)c2cc(F)ccc2o1,A209,O=C(NC4CCN(C3CCc2cc1OCOc1cc23)CC4)c6cc(=O)c5cc(F)ccc5o6,1.0,1.0,1.0,1.0,1.0,1.0
Cc1c(-c2ccc3cc(CCN4CCCC4C)ccc3n2)cnn1C,A21,C1CC[C@@H](C)N1CCc(cc2)cc(c23)ccc(n3)-c4c(C)n(C)nc4,1.0,1.0,1.0,1.0,1.0,1.0
Cc1ncoc1-c1nnc(SCCCN2CCc3nc4ccc(C(F)(F)F)cn4c3CC2)n1C,A2113,Cn1c(SCCCN2CCc3c(CC2)nc2n3cc(cc2)C(F)(F)F)nnc1c1ocnc1C,1.0,1.0,1.0,1.0,1.0,1.0
COc1ccc2c(c1)CCCC21CCN(CCCSc2nnc(-c3ocnc3C)n2C)C1,A2119,COc1ccc2c(c1)CCCC12CCN(C1)CCCSc1nnc(n1C)c1ocnc1C,1.0,1.0,1.0,1.0,1.0,1.0
COc1cc(N2C(=O)N(c3ccc(-c4ccc(-c5cc[nH]n5)cc4)cc3)C(=O)C23CCN(Cc2ncccc2C)CC3)ncn1,A2126,COc1ncnc(c1)N1C(=O)N(C(=O)C21CCN(CC2)Cc1ncccc1C)c1ccc(cc1)c1ccc(cc1)c1cc[nH]n1,1.0,1.0,1.0,1.0,1.0,1.0
O=C1N(CCN2Cc3ccccc3C2)CCN1c1ccc2sccc2c1,A2145,O=C1N(CCN1c1ccc2c(c1)ccs2)CCN1Cc2c(C1)cccc2,1.0,1.0,1.0,1.0,1.0,1.0
O=C1CN(C2CCC(c3ccccc3)(N3CCC(c4cc(C(F)(F)F)cc(C(F)(F)F)c4)C3=O)CC2)CCN1c1ccccc1,A2150,O=C5CN([C@H]4CC[C@](c1ccccc1)(N3CCC(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)C3=O)CC4)CCN5c6ccccc6,1.0,1.0,1.0,1.0,1.0,1.0
CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,A2153,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,1.0,1.0,1.0,1.0,1.0,1.0
COc1cc(N)c(Cl)cc1C(=O)NC1CCN2CCCC1C2,A2154,COc1cc(N)c(Cl)cc1C(=O)NC2CCN3CCCC2C3,1.0,1.0,1.0,1.0,1.0,1.0
COc1ccc(C2CN(CCC3CCOCC3)CC2CNC(=O)c2cccc(Cl)c2)cc1,A2160,COc1ccc(cc1)C1CN(CC1CNC(=O)c1cccc(c1)Cl)CCC1CCOCC1,1.0,1.0,1.0,1.0,1.0,1.0
CC(C)(C)CCN1CCC(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1,A2168,CC(C)(C)CCN2CCC(CNC(=O)c1cc(Cl)cc(Cl)c1)CC2,1.0,1.0,1.0,1.0,1.0,1.0
CS(=O)(=O)Nc1ccc(OCC(O)CNCCc2ccc(Cl)c(F)c2)cc1,A2171,CS(=O)(=O)Nc2ccc(OC[C@@H](O)CNCCc1ccc(Cl)c(F)c1)cc2,1.0,1.0,1.0,1.0,1.0,1.0
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,A2172,[H][C@@]3(COc1ccc(cc1)N2CCN(CC2)C(C)=O)CO[C@@](Cn4ccnc4)(O3)c5ccc(Cl)cc5Cl,1.0,1.0,1.0,1.0,1.0,1.0
CN1CC2CN(c3ccc(-c4ccc5[nH]ccc5c4)nc3)CC21,A2174,[nH]1ccc(c12)cc(cc2)-c3ccc(cn3)N(C4)C[C@@H]([C@@H]45)N(C5)C,1.0,1.0,1.0,1.0,1.0,1.0
O=c1cc(OCc2cccc(Cl)c2)ccn1-c1ccc(OCCN2CCCC2)cc1,A2183,Clc1cccc(c1)COc1ccn(c(=O)c1)c1ccc(cc1)OCCN1CCCC1,1.0,1.0,1.0,1.0,1.0,1.0
CONC(=O)N(Cc1ccsc1)C1CCN(C(C)CCNC(=O)c2c(C)cc(Cl)nc2Cl)CC1,A2193,CONC(=O)N(C1CCN(CC1)[C@@H](CCNC(=O)c1c(C)cc(nc1Cl)Cl)C)Cc1cscc1,1.0,1.0,1.0,1.0,1.0,1.0
CN1CC2CC1CN2c1ncc(-c2ccc3[nH]c(C(F)(F)F)cc3c2)cn1,A2211,CN1CC2CC1CN2c1ncc(cn1)c1ccc2c(c1)cc([nH]2)C(F)(F)F,1.0,1.0,1.0,1.0,1.0,1.0
CC(OC1CCc2nccn2CC1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,A2226,C[C@@H](O[C@H]2CCc1nccn1C[C@@H]2c3ccc(F)cc3)c4cc(C(F)(F)F)cc(C(F)(F)F)c4,1.0,1.0,1.0,1.0,1.0,1.0
Cc1oc(-c2cccc(Cl)c2)nc1CCOc1cccc(CC2C(=O)N(c3ccc(C(C)(C)C)cc3)C2C(=O)O)c1,A2234,Cc2oc(c1cccc(Cl)c1)nc2CCOc5cccc(C[C@@H]4C(=O)N(c3ccc(C(C)(C)C)cc3)[C@@H]4C(=O)O)c5,1.0,1.0,1.0,1.0,1.0,1.0
O=C(C1CNCCC12OCc1cc(F)c(F)cc12)N(Cc1cc(Cl)ccc1Cl)C1CC1,A2237,Clc1ccc(c(c1)CN(C(=O)[C@H]1CNCC[C@]21OCc1c2cc(F)c(c1)F)C1CC1)Cl,1.0,1.0,1.0,1.0,1.0,1.0
COCCOCC#Cc1cc(C2N=NC3=C2Cc2cc(CN4CCN(C)CC4)ccc23)cs1,A224,COCCOCC#Cc5cc(C1N=NC3=C1Cc4cc(CN2CCN(C)CC2)ccc34)cs5,1.0,1.0,1.0,1.0,1.0,1.0
COC(=O)N(NC(=O)c1c(CN2CCN(C3CCCCC3)CC2)c(-c2ccccc2)nc2ccccc12)c1ccccc1,A2247,COC(=O)N(c1ccccc1)NC(=O)c1c(CN2CCN(CC2)C2CCCCC2)c(nc2c1cccc2)c1ccccc1,1.0,1.0,1.0,1.0,1.0,1.0
CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)=O)cc21,A2265,c1cccc(c12)Sc3c(cc(cc3)[S@](=O)C)N2CC[C@@H]4CCCCN4C,1.0,1.0,1.0,1.0,1.0,1.0
CNCc1ccc(Cl)cc1Oc1ccc(C)c(C)c1,A2280,CNCc1ccc(cc1Oc1ccc(c(c1)C)C)Cl,1.0,1.0,1.0,1.0,1.0,1.0
O=C(NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)N1CCCC1Cc1cccnc1,A2283,O=C(N1CCCC1Cc1cccnc1)NC1CCN(CC1)Cc1ccn(c1)c1ccc(cc1)C(F)(F)F,1.0,1.0,1.0,1.0,1.0,1.0
CCN(CC)Cc1ccc2c(c1)CCC(N1CCN(CCc3cccc(C(F)(F)F)c3)CC1=O)C2,A2293,CCN(Cc1ccc2c(c1)CC[C@@H](C2)N1CCN(CC1=O)CCc1cccc(c1)C(F)(F)F)CC,1.0,1.0,1.0,1.0,1.0,1.0
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,A2314,COc(c1)c(OC)ccc1CCN(C)CCC[C@@](C#N)(C(C)C)c(cc2)cc(OC)c2OC,1.0,1.0,1.0,1.0,1.0,1.0
Cc1cc(C)n(-c2cc(NC(=O)CN3CCC(CN(C)C)CC3)nc(-c3ccc(C)o3)n2)n1,A2315,Cc4cc(C)n(c3cc(NC(=O)CN1CCC(CN(C)C)CC1)nc(c2ccc(C)o2)n3)n4,1.0,1.0,1.0,1.0,1.0,1.0
CNCc1cc(Br)ccc1Oc1ccc(Cl)c(Cl)c1,A2325,CNCc1cc(Br)ccc1Oc1ccc(c(c1)Cl)Cl,1.0,1.0,1.0,1.0,1.0,1.0
CC(C(O)c1ccc2c(c1)OCC(=O)N2)N1CCC(O)(c2ccc(F)cc2)CC1,A2329,C[C@H]([C@H](O)c2ccc1NC(=O)COc1c2)N4CCC(O)(c3ccc(F)cc3)CC4,1.0,1.0,1.0,1.0,1.0,1.0
COc1ccc(CCN2C(=O)N(NS(C)(=O)=O)CC2c2ccc(C(F)(F)F)cc2)cc1,A233,COc1ccc(cc1)CCN1C(=O)N(CC1c1ccc(cc1)C(F)(F)F)NS(=O)(=O)C,1.0,1.0,1.0,1.0,1.0,1.0
CNCc1cc(N2CCCS2(=O)=O)ccc1Oc1ccc(Cl)cc1C,A2348,CNCc1cc(ccc1Oc1ccc(cc1C)Cl)N1CCCS1(=O)=O,1.0,1.0,1.0,1.0,1.0,1.0
Cc1cc(-n2cnnn2)ncc1CC(=O)N1CCN(CCc2ccc3c(c2C)COC3=O)CC1,A235,O=C(N1CCN(CC1)CCc1ccc2c(c1C)COC2=O)Cc1cnc(cc1C)n1cnnn1,1.0,1.0,1.0,1.0,1.0,1.0
Cc1ccc2c(N3CCN(CCc4cccc5c4OCC(=O)N5C4CC4)CC3)cccc2n1,A2383,c1cc(C)nc(c12)cccc2N(CC3)CCN3CCc(ccc4)c(c45)OCC(=O)N5C6CC6,1.0,1.0,1.0,1.0,1.0,1.0
O=C(NC1CC2CCC(C1)N2)C(Cc1ccc(Cl)cc1)NC(=O)C1(c2ccc(Cl)cc2)CC1,A2385,c1cc(Cl)ccc1C2(CC2)C(=O)N[C@H](Cc(cc3)ccc3Cl)C(=O)N[C@H](C[C@H]45)C[C@H](N5)CC4,1.0,1.0,1.0,1.0,1.0,1.0
CC1CCCN1CCCOc1ccc(N2CCN(C(=O)c3ccc(F)cc3F)CC2=O)cc1,A2390,C[C@H]1CCCN1CCCOc4ccc(N3CCN(C(=O)c2ccc(F)cc2F)CC3=O)cc4,1.0,1.0,1.0,1.0,1.0,1.0
Cc1cncc(-c2c(C)c(CNC3CCCC3)nn2-c2ncccc2Cl)c1,A241,Cc1cncc(c1)c1c(C)c(nn1c1ncccc1Cl)CNC1CCCC1,1.0,1.0,1.0,1.0,1.0,1.0
O=C(NCc1ccc(Cl)cc1O)C1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1,A2424,O=C(C1CCN(CC1)Cc1ccn(c1)c1ccc(cc1)C(F)(F)F)NCc1ccc(cc1O)Cl,1.0,1.0,1.0,1.0,1.0,1.0
CC(C)(C)C(N)C(=O)N1CC(c2cc(F)ccc2F)=CC1c1ccccc1,A2433,[H][C@@]3(c1ccccc1)C=C(c2cc(F)ccc2F)CN3C(=O)[C@@H](N)C(C)(C)C,1.0,1.0,1.0,1.0,1.0,1.0
C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,A2436,c12c([C@@H]([C@@H]3[N@@]4C[C@H](C=C)[C@@H](C3)CC4)O)ccnc1ccc(c2)OC,1.0,1.0,1.0,1.0,1.0,1.0
Cc1nc(-c2cccnc2)sc1-c1ccc2cc(CCN3CCCC3C)ccc2n1,A2439,C1CC[C@@H](C)N1CCc(cc2)cc(c23)ccc(n3)-c4c(C)nc(s4)-c5cnccc5,1.0,1.0,1.0,1.0,1.0,1.0
OC1CC(CN2CCC(c3ccccc3Cl)CC2)CCc2cccnc21,A2447,Clc1ccccc1C1CCN(CC1)C[C@@H]1CCc2c([C@H](C1)O)nccc2,1.0,1.0,1.0,1.0,1.0,1.0
COc1ncc(-c2ccc3cc(CCN4CCCC4C)ccc3c2)cn1,A2452,COc1ncc(cn1)c1ccc2c(c1)ccc(c2)CCN1CCC[C@H]1C,1.0,1.0,1.0,1.0,1.0,1.0
COc1cccc(CN2CCC(C#N)(CNC(=O)c3cc(CC(C)C)n(-c4ccccc4)n3)CC2)c1,A2456,N#CC1(CCN(CC1)Cc1cccc(c1)OC)CNC(=O)c1nn(c(c1)CC(C)C)c1ccccc1,1.0,1.0,1.0,1.0,1.0,1.0
O=C(CNC(=O)c1ccc(C(F)(F)F)cc1)NC1CN(C2CCC(c3ccc4c(c3)OCO4)CC2)C1,A2464,O=C(N[C@@H]1CN(C1)[C@@H]1CC[C@H](CC1)c1ccc2c(c1)OCO2)CNC(=O)c1ccc(cc1)C(F)(F)F,1.0,1.0,1.0,1.0,1.0,1.0
CC(C(O)c1ccc2c(c1)CCC(=O)N2)N1CCC(O)(c2cccc(COc3ccccc3)c2)CC1,A2467,O=C1CCc2c(N1)ccc(c2)[C@@H]([C@H](N1CC[C@](CC1)(O)c1cccc(c1)COc1ccccc1)C)O,1.0,1.0,1.0,1.0,1.0,1.0
Fc1ccc2c(C3C[NH2+]CCC3F)c(-c3ccsc3)[nH]c2c1,A2472,s1cc(cc1)-c1[nH]c2c(ccc(F)c2)c1[C@@H]1C[NH2+]CC[C@H]1F,1.0,1.0,1.0,1.0,1.0,1.0
COCC(=O)OC1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2C1C(C)C,A2485,C1[C@@]([C@H](c2c(cc(F)cc2)C1)C(C)C)(CC[N@@](CCCc1[nH]c2ccccc2n1)C)OC(COC)=O,1.0,1.0,1.0,1.0,1.0,1.0
Fc1cc(C(CC2CNC2)Oc2ccccc2F)ccc1Cl,A2498,Fc1cc(ccc1Cl)C(Oc1ccccc1F)CC1CNC1,1.0,1.0,1.0,1.0,1.0,1.0
FC1CCNCC1c1c(-c2ccccc2)[nH]c2cc(Cl)ccc12,A2500,c1cc(Cl)cc(c12)[nH]c(-c3ccccc3)c2[C@@H]4CNCC[C@H]4F,1.0,1.0,1.0,1.0,1.0,1.0
O=S(=O)(c1ccc(C=Cc2ccccc2O)nc1)c1ccccc1F,A2504,c1cccc(F)c1S(=O)(=O)c(cn2)ccc2/C=C/c3ccccc3O,1.0,1.0,1.0,1.0,1.0,1.0
CC(C(=O)NC1(c2ccccc2)CCC(N2CCC(O)CC2)CC1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,A2507,CC(c1cc(cc(c1)C(F)(F)F)C(F)(F)F)C(=O)N[C@@]1(CCC(CC1)N1CCC(CC1)O)c1ccccc1,1.0,1.0,1.0,1.0,1.0,1.0
CCc1nn(CCOCC(F)(F)F)c2c(Nc3ccncn3)nc(N3CCNC(C)C3)nc12,A2511,CCc1nn(c2c1nc(nc2Nc1ccncn1)N1CCNC(C1)C)CCOCC(F)(F)F,1.0,1.0,1.0,1.0,1.0,1.0
CC(C1=C(CCN(C)C)Cc2ccccc21)c1cnccn1,A2519,CN(CCC1=C([C@H](c2cnccn2)C)c2c(C1)cccc2)C,1.0,1.0,1.0,1.0,1.0,1.0
CC(C)=CCn1c(N2CCCC(N)C2)c(C#N)c2c1c(=O)n(Cc1nccc3ccccc13)c(=O)n2C,A252,N#Cc1c(N2CCCC(C2)N)n(c2c1n(C)c(=O)n(c2=O)Cc1nccc2c1cccc2)CC=C(C)C,1.0,1.0,1.0,1.0,1.0,1.0
O=C(NC1CCCCC1)C(C1CCCCC1)n1c(-c2ccc(Cl)cc2)nc2cc(F)c(F)cc21,A2533,O=C(C(n1c(nc2c1cc(F)c(c2)F)c1ccc(cc1)Cl)C1CCCCC1)NC1CCCCC1,1.0,1.0,1.0,1.0,1.0,1.0
O=C(C1CNCCC1(O)c1ccc(F)c(F)c1)N(Cc1c[nH]c2cccc(F)c12)C1CC1,A2535,O=C(C1CNCCC1(O)c1ccc(c(c1)F)F)N(C1CC1)Cc1c[nH]c2c1c(F)ccc2,1.0,1.0,1.0,1.0,1.0,1.0
O=C(C1CCN(c2cccc(C(F)(F)F)c2)CC1)N1CCC(NC2CCC(O)(c3ccc(-c4ncccn4)cn3)CC2)C1,A254,O=C(N1CCC(C1)NC1CCC(CC1)(O)c1ccc(cn1)c1ncccn1)C1CCN(CC1)c1cccc(c1)C(F)(F)F,1.0,1.0,1.0,1.0,1.0,1.0
O=C1NCC(c2ccccc2)C12CCN(C1CCCCC1c1ccccc1)CC2,A2541,O=C1NC[C@H](C12CCN(CC2)[C@H]1CCCC[C@@H]1c1ccccc1)c1ccccc1,1.0,1.0,1.0,1.0,1.0,1.0
CNCc1ccc(C#N)cc1Oc1ccc(Cl)c(Cl)c1,A2551,CNCc1ccc(cc1Oc1ccc(c(c1)Cl)Cl)C#N,1.0,1.0,1.0,1.0,1.0,1.0
Cc1cn(-c2ccc(-c3cn(C4CCc5c(F)cccc5N(CC(F)(F)F)C4=O)nn3)cc2)cn1,A256,O=C1[C@@H](CCc2c(N1CC(F)(F)F)cccc2F)n1nnc(c1)c1ccc(cc1)n1cnc(c1)C,1.0,1.0,1.0,1.0,1.0,1.0
CC(C)c1ccc(S(=O)(=O)Cc2ccc(C34CNCC3C4)cc2)cc1,A2562,CC(c1ccc(cc1)S(=O)(=O)Cc1ccc(cc1)C12CNCC2C1)C,1.0,1.0,1.0,1.0,1.0,1.0
Cc1nnc(-c2cc(C(F)(F)F)cc(S(=O)(=O)N3CCN(C(=O)C4CC4c4ccc(C(F)(F)F)cc4)CC3)c2)[nH]1,A2566,Cc1nnc([nH]1)c1cc(cc(c1)C(F)(F)F)S(=O)(=O)N1CCN(CC1)C(=O)C1CC1c1ccc(cc1)C(F)(F)F,1.0,1.0,1.0,1.0,1.0,1.0
CCN(CC)C(=O)c1ccc(C(=C2CCN(Cc3ccc(F)cc3)CC2)c2ccc(NC(C)=O)cc2)cc1,A2570,CCN(C(=O)c1ccc(cc1)C(=C1CCN(CC1)Cc1ccc(cc1)F)c1ccc(cc1)NC(=O)C)CC,1.0,1.0,1.0,1.0,1.0,1.0
CCN(CC)C(=O)c1ccc(C(=C2CCN(Cc3ccc(F)cc3)CC2)c2cccnc2)cc1,A2571,CCN(C(=O)c1ccc(cc1)C(=C1CCN(CC1)Cc1ccc(cc1)F)c1cccnc1)CC,1.0,1.0,1.0,1.0,1.0,1.0
COc1ccc(C(=O)N2CCOCC2)cc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1,A2579,COc1ccc(cc1Nc1ncc(c(n1)c1cnc2n1cccc2)Cl)C(=O)N1CCOCC1,1.0,1.0,1.0,1.0,1.0,1.0
COCCCn1cc(CN(C(=O)C2CNCCC2(O)c2ccc(F)c(F)c2)C2CC2)c2c(F)cccc21,A2582,COCCCn1cc(c2c1cccc2F)CN(C(=O)C1CNCCC1(O)c1ccc(c(c1)F)F)C1CC1,1.0,1.0,1.0,1.0,1.0,1.0
NC(=O)c1ccc(S(=O)(=O)C2CCN(CCc3ccc(F)cc3F)CC2)cc1,A2583,Fc1ccc(c(c1)F)CCN1CCC(CC1)S(=O)(=O)c1ccc(cc1)C(=O)N,1.0,1.0,1.0,1.0,1.0,1.0
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CC(O)CC2,A2595,OC1CCc2n(C1)c(=O)c(c(n2)C)CCN1CCC(CC1)c1noc2c1ccc(c2)F,1.0,1.0,1.0,1.0,1.0,1.0
O=C1NCC(c2ccc(F)cc2)C12CCN(C1(c3ccc(F)cc3)CCCCC1)CC2,A2596,Fc1ccc(cc1)C1(N2CCC3(CC2)[C@@H](CNC3=O)c2ccc(F)cc2)CCCCC1,1.0,1.0,1.0,1.0,1.0,1.0
O=C1NCc2ccc(OCCCN3CCN(c4cccc5cccc(F)c45)CC3)cc21,A2598,c1ccc(F)c(c12)c(ccc2)N(CC3)CCN3CCCOc(c4)ccc(c45)CNC5=O,1.0,1.0,1.0,1.0,1.0,1.0
Cc1ncoc1-c1nnc(SCCCN2CCC3(CCCc4ccc(Br)cc43)C2)n1C,A2604,Brc1ccc2c(c1)C1(CCC2)CCN(C1)CCCSc1nnc(n1C)c1ocnc1C,1.0,1.0,1.0,1.0,1.0,1.0
Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C(=O)N6CCCC6)ncn4-5)CC3)cccc2n1,A2608,Cc1ccc2c(n1)cccc2N1CCN(CC1)CCc1cccc2c1OCc1n2cnc1C(=O)N1CCCC1,1.0,1.0,1.0,1.0,1.0,1.0
CCc1nc2cc3c(cc2s1)CCN(CCCSc1nnc(-c2ocnc2C)n1C)CC3,A2614,CCc1nc2c(s1)cc1c(c2)CCN(CC1)CCCSc1nnc(n1C)c1ocnc1C,1.0,1.0,1.0,1.0,1.0,1.0
COc1ccc(C23CC2CN(CCCSc2nnc(-c4ocnc4C)n2C)C3)cc1C(F)(F)F,A2631,COc1ccc(cc1C(F)(F)F)[C@@]12CN(C[C@H]2C1)CCCSc1nnc(n1C)c1ocnc1C,1.0,1.0,1.0,1.0,1.0,1.0
COCCN1CCCC1Cn1nc(Cc2ccc(Cl)cc2)c2cnccc2c1=O,A2632,COCCN1CCC[C@H]1Cn1nc(Cc2ccc(cc2)Cl)c2c(c1=O)ccnc2,1.0,1.0,1.0,1.0,1.0,1.0
Cn1c(SCCCN2CC3CCN(c4ccc(F)cc4C(F)(F)F)C3C2)nnc1-c1cnccn1,A2633,Fc1ccc(c(c1)C(F)(F)F)N1CCC2C1CN(C2)CCCSc1nnc(n1C)c1nccnc1,1.0,1.0,1.0,1.0,1.0,1.0
Cc1ccc2c(N3CCN(CCc4c(C)ccc5c4ccc(=O)n5C)C(C)C3)cc(F)cc2n1,A2640,c1cc(C)nc(c12)cc(F)cc2N(C[C@@H]3C)CCN3CCc(c(C)cc4)c(c45)ccc(=O)n5C,1.0,1.0,1.0,1.0,1.0,1.0
COc1ccc(S(=O)(=O)N2CC(C(=O)N3CCCNCC3)c3ccccc32)c2ccccc12,A2641,c1cccc(c12)c(OC)ccc2S(=O)(=O)N(c(c34)cccc4)C[C@@H]3C(=O)N5CCNCCC5,1.0,1.0,1.0,1.0,1.0,1.0
CCOC(=O)c1ccnc(C2(c3cnn(C)c3)NC(c3nc(-c4ccc(F)cc4)c[nH]3)Cc3c2[nH]c2ccccc32)c1,A2649,CCOC(=O)c1ccnc(c1)[C@]1(N[C@H](Cc2c1[nH]c1c2cccc1)c1[nH]cc(n1)c1ccc(cc1)F)c1cnn(c1)C,1.0,1.0,1.0,1.0,1.0,1.0
CN(C)c1nc2c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)ccnc2cc1F,A2651,O=C1COc2c(N1)nc(cc2)CNC12CCC(CC1)(OC2)CCc1ccnc2c1nc(N(C)C)c(c2)F,1.0,1.0,1.0,1.0,1.0,1.0
CCOC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C,A2652,C1[C@@H]2[C@H]([C@H](C[C@@H](C1)[N@@]2C)OC(c1ccccc1)=O)C(OCC)=O,1.0,1.0,1.0,1.0,1.0,1.0
CN1CC2CC1CN2c1cnc(-c2ccc3sccc3c2)cn1,A2666,c1csc(c12)ccc(c2)-c3cnc(cn3)N(C4)[C@@H](C5)CN([C@H]45)C,1.0,1.0,1.0,1.0,1.0,1.0
CN1CC2CN(c3ccc4oc5ccccc5c(=O)c4c3)CC2C1,A2676,CN1CC2C(C1)CN(C2)c1ccc2c(c1)c(=O)c1c(o2)cccc1,1.0,1.0,1.0,1.0,1.0,1.0
CNCc1ccc(C(F)(F)F)cc1Oc1ccc(Cl)c(Cl)c1,A2705,CNCc1ccc(cc1Oc1ccc(c(c1)Cl)Cl)C(F)(F)F,1.0,1.0,1.0,1.0,1.0,1.0
Cc1csc(Cn2c(C3CCCN(C4CCCCC4)C3)nc3ccccc32)n1,A2707,s1cc(C)nc1Cn(c(c23)cccc2)c(n3)[C@H]4CN(CCC4)C5CCCCC5,1.0,1.0,1.0,1.0,1.0,1.0
COc1ncc(-c2ccc(C3CC(N4CCCC4C)C3)cc2)cn1,A2709,C1CC[C@@H](C)N1[C@@H](C2)C[C@H]2c(cc3)ccc3-c(cn4)cnc4OC,1.0,1.0,1.0,1.0,1.0,1.0
